Association_ID,vVirusNameCorrected,hHostNameFinal,Previous_ID,WildDomInReference,DetectionMethod,DetectionQuality02,FINAL_ref,Mendeley_Endnote,input_date
,Vaccinia_virus,Equus_caballus,,domestic,VNT,1,Peres et al. 2013,arw,arw
F986,Venezuelan_equine_encephalitis_virus,Equus_caballus,NW979,domestic,PCR,2,"Navarro, J-C et al. 2005",M,v30
LM168,Vesicular_stomatitis_Alagoas_virus,Equus_caballus,LM168,domestic,Isolation,2,Federer et al. 1967; Andrade et al. 1980,E,v30
F580,Vesicular_stomatitis_Indiana_virus,Equus_caballus,NW989,domestic,Antibodies,0,Fletcher et al. 1985,M,v30
LM171,Wesselsbron_virus,Equus_caballus,LM171,domestic,Antibodies,0,Baba et al. 1994,E,v30
KJO065,West_Nile_virus,Equus_caballus,,domestic,PCR,2,"Ibarra-Juarez, L. et al 2012",NA,v30
F165,Western_equine_encephalitis_virus,Equus_caballus,NW1003,domestic,Antibodies,0,Calisher et al. 1983,M,v30
F681,Equid_herpesvirus_9,Equus_hemionus,NW352,wild,Isolation,2,Kasem et al. 2008,M,v30
F163,African_horse_sickness_virus,Equus_quagga,NW10,wild,Antibodies,0,Machlachlan et al. 2010,M,v30
F235,Akabane_virus,Equus_quagga,NW23,wild,Antibodies,0,Davies et al. 1985,M,v30
F259,Crimean-Congo_hemorrhagic_fever_virus,Equus_quagga,NW252,wild,Antibodies,0,Shepherd et al. 1987,M,v30
OIE46,Equid_herpesvirus_4,Equus_quagga,,wild,Antibodies,0,Borchers and Frolich 1997,OIE,v30
F333,Equid_herpesvirus_9,Equus_quagga,NW351,wild,Antibodies,0,Borchers et al. 2005,M,v30
OIE48,Equine_arteritis_virus,Equus_quagga,,wild,Antibodies,0,Borchers et al. 2005,OIE,v30
F154,Equine_encephalosis_virus,Equus_quagga,V743,wild,Antibodies,0,"Barnard et al. 1993 Prevalence of Antibodies against some equine viruses in zebra (Zebra Burchelli) in the Kruger National Park, 1991-1992, Onderstepoort Journal of Veterinary Research 60 (3: 175-179 Full Text Unavailable",M,v30
Luis462,Colorado_tick_fever_virus,Erethizon_dorsatum,,wild,Isolation,2,McLean et al. 1993,,v30
Luis286,Rabies_virus,Erethizon_dorsatum,,wild,Antibodies,0,Childs et al. 1997,,arw
F694,Foot-and-mouth_disease_virus,Erinaceus_europaeus,NW400,wild,Isolation,2,McLauchlan et al. 1948,M,v30
KJO411,Cercopithecine_herpesvirus_9,Erythrocebus_patas,,captive,Isolation,2,"McCarthy, K., E. Thorpe, A. C. Laursen, C. S. Heymann, and A. J. Beale. 1968. Exanthematous disease in patas monkeys caused by a herpesvirus.Lancet2:856-857.",kjo,v30
F1491,Chikungunya_virus,Erythrocebus_patas,NA,wild,Isolation,2,Diallo et al. 1999,M,v30
KJO158,Dugbe_virus,Erythrocebus_patas,,wild,Isolation,2,"Med Parazitol (Mosk). 1996 Apr-Jun;(2):40-5. ""Arbovirus circulation in the Republic of Guinea""",kjo,v30
KJO256,Simian_hemorrhagic_fever_virus,Erythrocebus_patas,,captive,Isolation,2,"Gravell M, London WT, Leon ME, Palmer AE, Hamilton RS (1986) Differences among isolates of simian hemorrhagic fever (SHF) virus. Proceedings of the Society for Experimental Biology and Medicine 181: 112_119.",kjo,v30
F1507,Yaba_monkey_tumor_virus,Erythrocebus_patas,NA,wild,Antibodies,0,Downie 1974,E,v30
F620,Yellow_fever_virus,Erythrocebus_patas,NW1022,wild,Isolation,2,Deubel et al. 1985,E,v30
F1608,Vesicular_exanthema_of_swine_virus,Eschrichtius_robustus,NA,wild,Antibodies,0,Smith et al. 1978,"M, requested",v30
F1272,Rabies_virus,Euderma_maculatum,L848,wild,Isolation,2,Nadin-Davis et al. 2001,M,v30
F317,Akabane_virus,Eudorcas_thomsonii,NW32,wild,Antibodies,0,Davies et al. 1985,M,v30
F123,Bluetongue_virus,Eudorcas_thomsonii,V133,wild,Antibodies,0,Anderson et al. 1998,M,v30
,Equid_herpesvirus_1,Eudorcas_thomsonii,,captive,PCR,2,Wohlsein et al. 2011,arw,arw
F682,Equid_herpesvirus_9,Eudorcas_thomsonii,NW353,wild,Isolation,2,Fukushi et al. 1997,M,v30
KJO139,Foot-and-mouth_disease_virus,Eudorcas_thomsonii,,wild,Antibodies,0,"Anderson, 1981; From Weaver and Karesh In Press",kjo,v30
OIE61,Peste-des-petits-ruminants_virus,Eudorcas_thomsonii,,wild,Isolation,2,Abu Elzein et al. 2004,OIE,v30
F314,Encephalomyocarditis_virus,Eulemur_albifrons,NW315,wild,Antibodies,0,Canelli et al. 2010,M,v30
F315,Encephalomyocarditis_virus,Eulemur_macaco,NW316,wild,Antibodies,0,Canelli et al. 2010,M,v30
F1066,Great_Island_virus,Eumetopias_jubatus,MP906,wild,Antibodies,0,Barlough et al. 1998,M,v30
F1117,Vesicular_exanthema_of_swine_virus,Eumetopias_jubatus,MP187,wild,Isolation,2,Barlough et al. 1998,M,v30
F1244,Rabies_virus,Eumops_auripendulus,L725,wild,Isolation,2,Kobayashi et al. 2005,M,v30
Luis449,Rabies_virus,Eumops_glaucinus,,wild,Isolation,2,[427],,v30
F1278,Rabies_virus,Eumops_patagonicus,L880,wild,Isolation,2,Cisterna et al. 2005,E,v30
F1279,Rabies_virus,Eumops_perotis,L881,wild,PCR,2,Castilho et al. 2008,M,v30
F450,Barmah_Forest_virus,Felis_catus,NW66,domestic,Antibodies,0,Kay et al. 2007,M,v30
F197,Borna_disease_virus,Felis_catus,NW119,domestic,Antibodies,0,Kamnieh et al. 2008,M,v30
F316,Encephalomyocarditis_virus,Felis_catus,NW317,domestic,Antibodies,0,"Smith, Zimmerman et al. 1992",M,v30
F883,Feline_astrovirus,Felis_catus,NW372,domestic,PCR,2,Atkins at al. 2009 ,M,v30
F686,Feline_calicivirus,Felis_catus,NW375,domestic,Isolation,2,Ohe et al. 2006,M,v30
F885,Feline_coronavirus,Felis_catus,NW385,domestic,PCR,2,Kipar et al. 2010,E,v30
KJO392,Feline_foamy_virus,Felis_catus,,domestic,Isolation,2,"Winkler IG, L_chelt M, Flower RL. Epidemiology of feline foamy virus and feline immunodeficiency virus infections in domestic and feral cats: a seroepidemiological study. J Clin Microbiol. 1999 Sep;37(9):2848-51. PubMed PMID: 10449463; PubMed Central PMCID: PMC85393.",kjo,v30
F887,Feline_immunodeficiency_virus,Felis_catus,NW390,domestic,PCR,2,Fujimo et al. 2008,NA,v30
KJO379,Feline_leukemia_virus,Felis_catus,,domestic,PCR,2,"Englert T, Lutz H, Sauter-Louis C, Hartmann K. Survey of the feline leukemia virus infection status of cats in Southern Germany. J Feline Med Surg. 2012 Jun;14(6):392-8. doi: 10.1177/1098612X12440531. Epub 2012 Mar 8. PubMed PMID: 22403413.",kjo,v30
KJO429,Feline_papillomavirus,Felis_catus,,domestic,PCR,2,"Terai M, Burk RD. Felis domesticus papillomavirus, isolated from a skin lesion, is related to canine oral papillomavirus and contains a 1.3 kb non-coding region between the E2 and L2 open reading frames. J Gen Virol. 2002 Sep;83(Pt 9):2303-7. PubMed PMID: 12185286.",kjo,v30
,Human_herpesvirus_4,Felis_catus,,domestic,Antibodies,0,Milman et al. 2010,arw,arw
KJO268,Human_norovirus-Alphatron,Felis_catus,,domestic,Antibodies,0,"Di Martino B, Marsilio F, Di Profio F, Lorusso E, Friedrich KG, Buonavoglia C, Martella V. Detection of antibodies against norovirus genogroup GIV in carnivores. Clin Vaccine Immunol. 2010 Jan;17(1):180-2. doi: 10.1128/CVI.00312-09. Epub 2009 Nov 18. PubMed PMID: 19923574; PubMed Central PMCID: PMC2812098.",kjo,v30
LM113,Mokola_virus,Felis_catus,LM113,domestic,Isolation,2,Meredith et al. 1996,E,v30
F949,Rabies_virus,Felis_catus,NW760,domestic,PCR,2,Nadin-Davies et al. 1994,NA,v30
KJO362,Racoonpox_virus,Felis_catus,,domestic,PCR,2,"Yager JA, Hutchison L, Barrett JW. Raccoonpox in a Canadian cat. Vet Dermatol. 2006 Dec;17(6):443-8. PubMed PMID: 17083577.",kjo,v30
KJO999,Suid_herpesvirus_1,Felis_catus,,domestic,"Cell culture, PCR",2,Salwa 2004,OIE,v30
,Vaccinia_virus,Felis_catus,,domestic,VNT,1,Peres et al. 2013,arw,arw
,Suid_herpesvirus_1,Felis_concolor,,wild,Isolation,2,Glass et al. 1994,arw,arw
F1533,Rabies_virus,Felis_nigripes,NA,wild,PCR,2,van Zyl et al. 2009,E,v30
F1114,Felid_herpesvirus_1,Felis_silvestris,MP1422,wild,Antibodies,0,Leutenegger et al. 1999,M,v30
F345,Feline_calicivirus,Felis_silvestris,NW376,wild,PCR,2,"Daniels MJ, Golder MC, Jarrett O, MacDonald DW. Feline viruses in wildcats from Scotland. J Wildl Dis. 1999 Jan;35(1):121-4. PubMed PMID: 10073361.",kjo,v30
KJO315,Feline_coronavirus,Felis_silvestris,,wild,Antibodies,0,"Daniels MJ, Golder MC, Jarrett O, MacDonald DW. Feline viruses in wildcats from Scotland. J Wildl Dis. 1999 Jan;35(1):121-4. PubMed PMID: 10073361.",kjo,v30
KJO391,Feline_foamy_virus,Felis_silvestris,,wild,Isolation,2,"Daniels MJ, Golder MC, Jarrett O, MacDonald DW. Feline viruses in wildcats from Scotland. J Wildl Dis. 1999 Jan;35(1):121-4. PubMed PMID: 10073361.",kjo,v30
KJO382,Feline_leukemia_virus,Felis_silvestris,,wild,PCR,2,"Willi B, Filoni C, Catao-Dias JL, Cattori V, Meli ML, Vargas A, Martinez F, Roelke ME, Ryser-Degiorgis MP, Leutenegger CM, Lutz H, Hofmann-Lehmann R (2007) Worldwide occurrence of feline hemoplasma infections in wild felid species. J Clin Microbiol 45:1159_1166 89. Woodman Z, Williamson C (2009) HIV molecular epidemiology: transmission and adaptation to human populations. Curr Opin HIV AIDS 4:247_252",kjo,v30
KJO316,Feline_panleukopenia_virus,Felis_silvestris,,wild,Isolation,2,"Daniels MJ, Golder MC, Jarrett O, MacDonald DW. Feline viruses in wildcats from Scotland. J Wildl Dis. 1999 Jan;35(1):121-4. PubMed PMID: 10073361.",kjo,v30
F948,Rabies_virus,Felis_silvestris,NW759,wild,PCR,2,Lembo et al. 2008,M,v30
F414,Kyasanur_Forest_disease_virus,Funambulus_tristriatus,NW586,wild,Antibodies,0,Webb et al. 1965,M,v30
F77,Monkeypox_virus,Funisciurus_anerythrus,V1260,wild,Isolation,2,Hutson et al.2007,M,v30
Luis226,Monkeypox_virus,Funisciurus_congicus,,wild,Isolation,2,"Khodakevich L, Jezek Z, Kinzana K. 1986 Isolation of monkeypox from a wild squirrel. Lancet 1986;1:98--9.",,v30
F831,Chikungunya_virus,Galago_senegalensis,NW204,wild,Antibodies,0,Brack 1987,arw,arw
F1072,Junin_virus,Galictis_cuja,MP52,wild,Antibodies,0,Mills et al. 1994,M,v30
OIE126,Peste-des-petits-ruminants_virus,Gazella_dorcas,,wild,Isolation,2,Abu Elzein et al. 2004,OIE,v30
OIE15,Bluetongue_virus,Gazella_gazella,,wild,Isolation,2,Barzilai 1971,OIE,arw
,Bovine_ephemeral_fever_virus,Gazella_gazella,,wild,SNT,1,Aziz-Boaran et al. 2013,arw,arw
F701,Foot-and-mouth_disease_virus,Gazella_gazella,NW435,wild,Isolation,2,"http://wildlife1.wildlifeinformation.org/S/virus/picornaviridae/picornaviridae_fmdvirus/FMDVSppDefinitiveHost.html, Primary Reference Unavailable Shimsony, A 1986 Malignant Foot-And-Mouth Disease in Mountain Gazelles, Veterinary Record 119 (8 175",W,v30
OIE16,Bluetongue_virus,Gazella_subgutturosa,,wild,ELISA,0,Gur 2008,OIE,v30
F330,Epizootic_hemorrhagic_disease_virus,Gazella_subgutturosa,NW345,wild,Antibodies,0,Albayrak etl al. 2010,M,v30
F951,Rabies_virus,Genetta_genetta,NW763,wild,PCR,2,Lembo et al. 2008,M,v30
OIE5,African_horse_sickness_virus,Genetta_maculata,,wild,bcELISA,0,Alexander et al. 1995,OIE,v30
F558,Bluetongue_virus,Genetta_maculata,NW94,wild,Antibodies,0,"Alexander, MacLachlan et al. 1994",M,v30
F252,Crimean-Congo_hemorrhagic_fever_virus,Gerbilliscus_brantsii,NW246,wild,Antibodies,0,Shepherd et al. 1987,M,v30
Luis020,Arumowot_virus,Gerbilliscus_kempi,,wild,isolation,2,Kemp et al. 1974,arw,arw
Luis176,Keuraliba_virus,Gerbilliscus_kempi,,wild,Isolation,2,Kemp 1975,,v30
Luis180,Koutango_virus,Gerbilliscus_kempi,,wild,Isolation,2,Butenko AM et al. 1986,,kjo
Luis277,Qalyub_virus,Gerbilliscus_kempi,,wild,Isolation,2,[229],,v30
Luis323,Saboya_virus,Gerbilliscus_kempi,,wild,Isolation,2,Kemp 1975; Varelas-Wesley et al. 1982,,v30
KJO364,Taterapox_virus,Gerbilliscus_kempi,,wild,Isolation,2,"Lourie B, Nakano JH, Kemp GE, Setzer HW (1975) Isolation of poxvirus from an African Rodent. J Infect Dis 132: 677_81.",kjo,v30
F149,Crimean-Congo_hemorrhagic_fever_virus,Gerbilliscus_leucogaster,V603,wild,Antibodies,0,Shepherd et al. 1987,M,v30
Luis035,Bunyamwera_virus,Gerbilliscus_validus,,wild,Antibodies,0,Henderson et al. 1972,,v30
OIE17,Bluetongue_virus,Giraffa_camelopardalis,,wild,ELISA,0,"Kimber et al, 2002",OIE,v30
F263,Crimean-Congo_hemorrhagic_fever_virus,Giraffa_camelopardalis,NW256,wild,Antibodies,0,Shepherd et al. 1987,M,v30
F825,Equid_herpesvirus_9,Giraffa_camelopardalis,NW350,wild,Isolation,2,Kasem et al. 2008,M,v30
F361,Foot-and-mouth_disease_virus,Giraffa_camelopardalis,NW425,wild,Antibodies,0,Hamblin et al. 1990,M,v30
LM105,Lumpy_skin_disease_virus,Giraffa_camelopardalis,LM105,wild,Antibodies,0,Hedger et al. 1983,E,v30
KJO302,Rinderpest_virus,Giraffa_camelopardalis,,wild,PCR,2,Roeder PL. Rinderpest: the end of cattle plague. Prev Vet Med. 2011 Nov 1;102(2):98-106. doi: 10.1016/j.prevetmed.2011.04.004. Epub 2011 Jul 23. Review. PubMed PMID: 21783268.,kjo,v30
Luis287,Rabies_virus,Glaucomys_volans,,wild,Antibodies,0,Childs et al. 1997,,arw
F770,Rift_Valley_fever_virus,Glauconycteris_argentata,NW784,wild,Isolation,2,Calisher et al. 2006,M,v30
Luis112,Encephalomyocarditis_virus,Glis_glis,,wild,Isolation,2,Amaddeo et al. 1995,arw,arw
KJO295,Cetacean_morbillivirus_virus,Globicephala_melas,,wild,PCR,2,"Bellière EN, Esper_n F, S_nchez-Vizcaêno JM. Genetic comparison among dolphin morbillivirus in the 1990-1992 and 2006-2008 Mediterranean outbreaks. Infect Genet Evol. 2011 Dec;11(8):1913-20. doi: 10.1016/j.meegid.2011.08.018. Epub 2011 Aug 26. PubMed PMID: 21888991.",kjo,v30
F718,Influenza_A_virus,Globicephala_melas,NW550,wild,Isolation,2,Hinshaw et al. 1986,M,v30
F1325,Venezuelan_equine_encephalitis_virus,Glossophaga_commissarisi,L1064,wild,Antibodies,0,Seymour et al. 1978,M,v30
F1269,Rabies_virus,Glossophaga_longirostris,L833,wild,Antibodies,0,Price and Everard 1977,M,v30
Luis288,Rabies_virus,Glossophaga_morenoi,,wild,Antibodies,0,[384],,arw
F157,Eastern_equine_encephalitis_virus,Glossophaga_soricina,NW301,wild,Antibodies,0,Ubico and McClean 1995,M,v30
F1637,Ilheus_virus,Glossophaga_soricina,NA,wild,Antibodies,0,Price et al. 1978,M,v30
F1284,Rabies_virus,Glossophaga_soricina,L915,wild,Antibodies,0,Sodre et al. 2007,M,v30
F1300,Rio_Bravo_virus,Glossophaga_soricina,L967,wild,Antibodies,0,Ubico and McClean 1995,M,v30
F537,St._Louis_encephalitis_virus,Glossophaga_soricina,NW913,wild,Antibodies,0,Ubico and McClean 1995,M,v30
Luis377,Venezuelan_equine_encephalitis_virus,Glossophaga_soricina,,wild,Isolation,2,Sulkin & Allen 1974; Sudia & Newhouse 1975,,v30
Luis392,Vesicular_stomatitis_Indiana_virus,Glossophaga_soricina,,wild,Antibodies,0,Tesh et al. 1969,,v30
Luis394,Vesicular_stomatitis_New_Jersey_virus,Glossophaga_soricina,,wild,Antibodies,0,Tesh et al. 1969,,v30
F182,Yellow_fever_virus,Glossophaga_soricina,NW1037,wild,Antibodies,0,Price 1978,M,v30
F374,Hepatitis_B_virus,Gorilla_beringei,NW485,wild,Antibodies,0,Sa-Nguanmoo et al. 2009,M,v30
F895,Human_adenovirus_B,Gorilla_beringei,NW510,wild,PCR,2,Roy et al. 2009 ,M,v30
F900,Human_adenovirus_C,Gorilla_beringei,NW515,wild,PCR,2,Roy et al. 2009,M,v30
F392,Human_herpesvirus_1,Gorilla_beringei,NW531,wild,Antibodies,0,Fowler & Miller. 2003,B,v30
KJO317,Human_metapneumovirus,Gorilla_beringei,,wild,PCR,2,"Palacios G, Lowenstine LJ, Cranfield MR, Gilardi KVK, Spelman L, Lukasik-Braum M, et al. Human metapneumovirus infection in wild mountain gorillas, Rwanda. Emerg Infect Dis [serial on the Internet]. 2011 Apr [date cited].",kjo,v30
F373,Hepatitis_B_virus,Gorilla_gorilla,NW484,wild,Antibodies,0,Sa-Nguanmoo et al. 2009,M,v30
F896,Human_adenovirus_B,Gorilla_gorilla,NW511,wild,PCR,2,Roy et al. 2009 ,M,v30
F901,Human_adenovirus_C,Gorilla_gorilla,NW516,wild,PCR,2,Roy et al. 2009,M,v30
KJO051,Human_adenovirus_F,Gorilla_gorilla,KJO051,wild,PCR,2,"Wevers et al. 2011, J of Virology",E,v30
,Human_enterovirus_A,Gorilla_gorilla,,wild,PCR,2,Sadeuh-Mba et al. 2014,,kjo
,Human_enterovirus_D,Gorilla_gorilla,,wild,PCR,2,Harvala et al. 2011,arw,arw
F393,Human_herpesvirus_1,Gorilla_gorilla,NW532,wild,Antibodies,0,Fowler & Miller. 2003,B,v30
LM203,Pongine_herpesvirus_3,Gorilla_gorilla,,captive,isolation,2,"Neubauer RH, Rabin H, Strnad BC, Nonoyama M, Nelson-Rees WA. Establishment of a lymphoblastoid cell line and isolation of an Epstein-Barr-related virus of gorilla origin. J Virol. 1979 Sep;31(3):845-8. PubMed PMID: 92573; PubMed Central PMCID: PMC353513.",LM,v30
F973,Simian_foamy_virus,Gorilla_gorilla,NW851,wild,PCR,2,Hussain et al. 2003,M,v30
F992,Zaire_ebolavirus,Gorilla_gorilla,NW1049,wild,PCR,2,Leroy et al. 2004,E,v30
Luis009,Andes_virus,Graomys_griseoflavus,,wild,Antibodies,0,Chu et al. 2003,arw,arw
F1078,Phocine_distemper_virus,Halichoerus_grypus,MP636,wild,Antibodies,0,Duignan et al. 1995,M,v30
F1606,Venezuelan_equine_encephalitis_virus,Handleyomys_alfaroi,NA,wild,Antibodies,0,Estrada-Franco et al. 2004,M,v30
Luis262,Pichinde_virus,Handleyomys_fuscatus,,wild,Isolation,2,[218],,v30
Luis227,Monkeypox_virus,Heliosciurus_rufobrachium,,wild,Antibodies,0,Khodakevich et al 1987,,kjo
F950,Rabies_virus,Herpestes_sanguineus,NW762,wild,PCR,2,van Zyl et al. 2010,E,v30
KJO191,Bimiti_virus,Heteromys_anomalus,,wild,Isolation,2," Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla.",kjo,v30
KJO208,Caraparu_virus,Heteromys_anomalus,,wild,Isolation,2," Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla.",kjo,v30
KJO223,Guama_virus,Heteromys_anomalus,,wild,Isolation,2," Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla.",kjo,v30
Luis378,Venezuelan_equine_encephalitis_virus,Heteromys_anomalus,,wild,Isolation,2,Downs et al. 1963,,v30
F772,Rift_Valley_fever_virus,Hipposideros_abae,NW786,wild,Isolation,2,Calisher et al. 2006,M,v30
F724,Japanese_encephalitis_virus,Hipposideros_armiger,NW567,wild,Isolation,2,Taylor et al. (EID database); Calisher et al.,,v30
KJO026,Nipah_virus,Hipposideros_armiger,KJO026,wild,Antibodies,0,Li et al. 2008. EID,E,v30
Luis158,Japanese_encephalitis_virus,Hipposideros_bicolor,,wild,Antibodies,0,Cui et al. 2008,,v30
F646,Chikungunya_virus,Hipposideros_caffer,NW205,wild,Isolation,2,Calisher et al. 2006,M,v30
F771,Rift_Valley_fever_virus,Hipposideros_caffer,NW785,wild,Isolation,2,Konstantinov et al. 2006 ,NA,v30
Luis159,Japanese_encephalitis_virus,Hipposideros_cineraceus,,wild,Antibodies,0,Cui et al. 2008,,v30
Luis152,Issyk-Kul_virus,Hipposideros_diadema,,wild,Isolation,2,Calisher et al. 2006,,v30
F1645,Kyasanur_Forest_disease_virus,Hipposideros_lankadiva,L587,wild,Antibodies,0,Bhat et al. 1978,M,v30
F1237,Nipah_virus,Hipposideros_larvatus,L691,wild,PCR,2,Wacharapluesadee et al. 2005,M,v30
Luis160,Japanese_encephalitis_virus,Hipposideros_pomona,,wild,Antibodies,0,Cui et al. 2008,,v30
KJO027,Nipah_virus,Hipposideros_pomona,KJO027,wild,Antibodies,0,Li et al. 2008. EID,E,v30
Luis161,Japanese_encephalitis_virus,Hipposideros_speoris,,wild,Antibodies,0,Cui et al. 2008,,v30
F1649,Kyasanur_Forest_disease_virus,Hipposideros_speoris,L592,wild,Antibodies,0,Bhat et al. 1978,M,v30
KJO999,Bovine_viral_diarrhea_virus_1,Hippotragus_equinus,,wild,SNT,1,Depner et al. 1991,OIE,v30
KJO140,Foot-and-mouth_disease_virus,Hippotragus_equinus,,wild,Antibodies,0,"Condy et al., 1969; From Weaver and Karesh In Press",kjo,v30
LM211,Hippotragine_herpesvirus_1,Hippotragus_equinus,,zoo,Antibodies,0,"Reid HW, Bridgen A. Recovery of a herpesvirus from a roan antelope (Hippotragus equinus). Vet Microbiol. 1991 Aug 15;28(3):269-78. PubMed PMID: 1897131.",LM,v30
F542,Bluetongue_virus,Hippotragus_niger,NW92,wild,Antibodies,0,Anderson et al. 1998,M,v30
OIE33,Bovine_viral_diarrhea_virus_1,Hippotragus_niger,,wild,SNT,1,Hamblin and Hedger 1979,OIE,v30
F273,Crimean-Congo_hemorrhagic_fever_virus,Hippotragus_niger,NW265,wild,Antibodies,0,Shepherd et al. 1987,M,v30
F366,Foot-and-mouth_disease_virus,Hippotragus_niger,NW443,wild,Antibodies,0,Hamblin et al. 1990,M,v30
F1544,Rift_Valley_fever_virus,Hippotragus_niger,NA,wild,Antibodies,0,Anderson & Rowe 1998,M,v30
F1274,Rabies_virus,Histiotus_montanus,L860,wild,Isolation,2,Cisterna et al. 2005,E,v30
F1287,Rabies_virus,Histiotus_velatus,L924,wild,Antibodies,0,Scheffer et al. 2007,E,v30
Luis320,Rio_Mamore_virus,Holochilus_sciureus,,wild,PCR ,2,"[24, 247]",,v30
F162,Adeno-associated_virus-1,Homo_sapiens,NW1,human,Antibodies,0,Xiao et al. 1999,M,v30
F145,Adeno-associated_virus-2,Homo_sapiens,V3,human,Isolation,2,Gao et al. 2003,NA,v30
KJO323,Adeno-associated_virus-5,Homo_sapiens,,human,Isolation,2,"Bantel-Schaal U., zur Hausen H. (1984) Characterization of the DNA of a defective human parvovirus isolated from a genital site. Virology 134:52_63.",kjo,v30
KJO344,African_green_monkey_polyomavirus,Homo_sapiens,,human,Antibodies,0,"Takemoto KK, Segawa K. A new monkey lymphotropic papovavirus: characterization of the virus and evidence of a related virus in humans. Prog Clin Biol Res. 1983;105:87-96. PubMed PMID: 6304774.",kjo,v30
LM001,Aichi_virus,Homo_sapiens,LM001,human,Isolation,2,Yamashita et al. 1991 or 1995?,E,v30
F108,Aleutian_mink_disease_virus,Homo_sapiens,V52,human,Antibodies,0,Jepsen et al. 2009,v30,v30
F886,Andes_virus,Homo_sapiens,NW39,human,PCR,2,Medina et al. 2009,M,v30
F715,Anopheles_A_virus,Homo_sapiens,NW49,human,Isolation,2,,M,v30
LM002,Aroa_virus,Homo_sapiens,LM002,human,Isolation,2,Shrihongse and Johnson 1971,E,v30
F609,Aura_virus,Homo_sapiens,NW58,human,Hemagglutination inhibition assay; Neutralization test,0,Sabattini et al. 1965,M,v30
F1363,Australian_bat_lyssavirus,Homo_sapiens,V74,human,PCR,2,Allworth et al. 2006,NA,v30
LM003,Bangui_virus,Homo_sapiens,LM003,human,Isolation,2,Digoutte et al. 1973,E,v30
