"","sourceOccurrenceId","sourceTaxonId","sourceTaxonName","sourceTaxonOrder","sourceTaxonFamily","sourceTaxonGenus","sourceBodyPartId","sourceBodyPartName","sourceLifeStageId","sourceLifeStageName","interactionTypeId","interactionTypeName","targetOccurrenceId","targetTaxonId","targetTaxonName","targetTaxonOrder","targetTaxonFamily","targetTaxonGenus","targetBodyPartId","targetBodyPartName","targetLifeStageId","targetLifeStageName","localityId","localityName","decimalLatitude","decimalLongitude","observationDateTime","referenceDoi","referenceUrl","referenceCitation"
"377","","","Ife virus","Unassigned","Reoviridae","Orbivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Camelus dromedarius","CETARTIODACTYLA","CAMELIDAE","Camelus","","","","","","","","","","","","Ezeifeka GO, Umoh JU, Ezeokoli CD, and Gomwalk NE (1989). Serological evidence of Ife virus infection in Nigerian indigenous domestic ruminants. Trop Anim Health Prod 21:55-57."
"378","","","Orungo virus","Unassigned","Reoviridae","Orbivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Camelus dromedarius","CETARTIODACTYLA","CAMELIDAE","Camelus","","","","","","","","","","","","Brown SE, Morrison HG, Karabatsos N, and Knudson DL (1991). Genetic relatedness of two new Orbivirus serogroups: Orungo and Lebombo. The Journal of general virology 72 ( Pt 5):1065-1072."
"379","","","Peste-des-petits-ruminants virus","Mononegavirales","Paramyxoviridae","Morbillivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Camelus dromedarius","CETARTIODACTYLA","CAMELIDAE","Camelus","","","","","","","","","","","","Kwiatek O, Ali YH, Saeed IK, Khalafalla AI, Mohamed OI, Ali Abu Obeida MBA, et al. (2011). Asian Lineage of Peste des Petits Ruminants Virus, Africa. Emerging infectious diseases 17:1223-1231."
"380","","","Rift Valley fever virus","Unassigned","Bunyaviridae","Phlebovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Camelus dromedarius","CETARTIODACTYLA","CAMELIDAE","Camelus","","","","","","","","","","","","Al-Afaleq AI, Abu-Elzein EME, Hegazy AA, and A Al-Naeem (2007). Serosurveillance of camels (Camelus dromedarius) to detect antibodies against viral disease in Saudi Arabia. Journal of Camel Practice and Research 14(2):91-96."
"381","","","Thogoto virus","Unassigned","Orthomyxoviridae","Thogotovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Camelus dromedarius","CETARTIODACTYLA","CAMELIDAE","Camelus","","","","","","","","","","","","Jones LD, Davies CR, Green BM, and Nuttall Pa (1987). Reassortment of Thogoto virus (a tick-borne influenza-like virus) in a vertebrate host. The Journal of general virology 68 ( Pt 5):1299-1306."
"382","","","Wesselsbron virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Camelus dromedarius","CETARTIODACTYLA","CAMELIDAE","Camelus","","","","","","","","","","","","Baba S, Fagbami A, Ojeh C, Olaleye OD, and Omilabu S (1995). Wesselsbron virus antibody in domestic animals in Nigeria: retrospective and prospective studies. The new microbiologica 18:151-162."
"383","","","African horse sickness virus","Unassigned","Reoviridae","Orbivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis adustus","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Alexander KA, Kat PW, House J, House C, O'Brien SJ, Laurenson MK, et al. (1995). African horse sickness and African carnivores. Veterinary Microbiology 47:133-140."
"384","","","Bluetongue virus","Unassigned","Reoviridae","Orbivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis adustus","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Alexander KA, Kat PW, House J, House C, O'Brien SJ, Laurenson MK, et al. (1995). African horse sickness and African carnivores. Veterinary Microbiology 47:133-140."
"385","","","Rabies virus","Mononegavirales","Rhabdoviridae","Lyssavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis adustus","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Sabeta C, Bingham J, and Nel L (2003). Molecular epidemiology of canid rabies in Zimbabwe and South Africa. Virus research 91:203-211."
"386","","","Bluetongue virus","Unassigned","Reoviridae","Orbivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis aureus","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Alexander KA, Kat PW, House J, House C, O'Brien SJ, Laurenson MK, et al. (1995). African horse sickness and African carnivores. Veterinary Microbiology 47:133-140."
"387","","","African horse sickness virus","Unassigned","Reoviridae","Orbivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis familiaris","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Baba S, Olaleye OD, and Ayanbadejo OA (1993). Haemagglutination-inhibiting antibodies against African horse sickness virus in domestic animals in Nigeria. Veterinary research 24:483."
"388","","","Barmah Forest virus","Unassigned","Togaviridae","Alphavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis familiaris","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Kay BH, Boyd AM, Ryan PA, and Hall RA (2007). Mosquito feeding patterns and natural infection of vertebrates with Ross River and Barmah Forest viruses in Brisbane, Australia. American Journal of Tropical Medicine and Hygiene 76:417-423."
"389","","","Borna disease virus","Mononegavirales","Bornaviridae","Bornavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis familiaris","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Zhang L, Wang X, Zhan Q, Wang Z, Xu M, Zhu D, et al. (2014). Evidence for natural Borna disease virus infection in healthy domestic animals in three areas of western China. Archives of Virology 159:1941-1949."
"390","","","Bunyamwera virus","Unassigned","Bunyaviridae","Orthobunyavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis familiaris","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Calisher CH, Francy DB, Smith GC, Muth DJ, Lazuick JS, Karabatsos N, Jakob WL, McLean RG (1986). Distribution of Bunyamwera serogroup viruses in North America, 1956-1984. American Journal of Tropical Medicine and Hygiene 35:429-443."
"391","","","Canid herpesvirus 1","Herpesvirales","Herpesviridae","Varicellovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis familiaris","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Gadsden BJ, Maes RK, Wise AG, Kiupel M, and Langohr IM (2012). Fatal canid herpesvirus 1 infection in an adult dog. Journal of Veterinary Diagnostic Investigation 24:604-607."
"392","","","Canine adenovirus","Unassigned","Adenoviridae","Mastadenovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis familiaris","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Ledbetter EC, Hornbuckle WE, and Dubovi EJ (2009). Virologic survey of dogs with naturally acquired idiopathic conjunctivitis. Journal of the American Veterinary Medical Association 235:954-959."
"393","","","Canine calicivirus","Unassigned","Caliciviridae","Unassigned","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis familiaris","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Matsuura Y, Tohya Y, Nakamura K, Shimojima M, Roerink F, Mochizuki M, et al. (2002). Complete nucleotide sequence, genome organization and phylogenic analysis of the canine calicivirus. Virus Genes 25:67-73."
"394","","","Canine distemper virus","Mononegavirales","Paramyxoviridae","Morbillivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis familiaris","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Frolich K, Czupalla O, Haas L, Hentschke J, Dedek J, and Fickel J (2000). Epizootiological investigations of canine distemper virus in free-ranging carnivores from Germany. Veterinary microbiology 74:283-292."
"395","","","Canine minute virus","Unassigned","Parvoviridae","Bocavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis familiaris","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Binn LN, Lazar EC, Eddy GA, and Kajima M (1970). Recovery and Characterization of a Minute Virus of Canines. Infection and immunity 1:503-508."
"396","","","Canine oral papillomavirus","Unassigned","Papillomaviridae","Lambdapapillomavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis familiaris","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Yhee JY, Kwon BJ, Kim JH, Yu CH, Im KS, Lee SS, et al. (2010). Characterization of canine oral papillomavirus by histopathological and genetic analysis in Korea. Journal of Veterinary Science 11:21-25."
"397","","","Crimean-Congo hemorrhagic fever virus","Unassigned","Bunyaviridae","Nairovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis familiaris","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Shepherd AJ, Swanepoel R, Shepherd SP, McGillivray GM, and Searle LA (1987). Antibody to Crimean-Congo hemorrhagic fever virus in wild mammals from southern Africa. The American Journal of Tropical Medicine and Hygiene 36:133-142."
"398","","","Everglades virus","Unassigned","Togaviridae","Alphavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis familiaris","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Coffey LL, Crawford C, Dee J, Miller R, Freier J, and Weaver SC (2006). Serologic evidence of widespread everglades virus activity in dogs, Florida. Emerging infectious diseases 12:1873-1879."
"399","","","Hepatitis E virus","Unassigned","Hepeviridae","Hepevirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis familiaris","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Vitral CL, Pinto Ma, Lewis-Ximenez LL, Khudyakov YE, dos Santos DR, and Gaspar AMC (2005). Serological evidence of hepatitis E virus infection in different animal species from the Southeast of Brazil. Memorias Do Instituto Oswaldo Cruz 100:117-122."
"400","","","Human herpesvirus 4","Herpesvirales","Herpesviridae","Lymphocryptovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis familiaris","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Chiou S-H, Chow K-C, Yang C-H, Chiang S-F, and Lin C-H (2005). Discovery of Epstein_Barr virus (EBV)-encoded RNA signal and EBV nuclear antigen leader protein DNA sequence in pet dogs. Journal of General Virology 86:899-905."
"401","","","Human norovirus-Alphatron","Unassigned","Caliciviridae","Norovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis familiaris","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Martella V, Lorusso E, Decaro N, Elia G, Radogna A, D'Abramo M, et al. (2008). Detection and molecular characterization of a canine norovirus. Emerging infectious diseases 14:1306-1308."
"402","","","Human picobirnavirus","Unassigned","Picobirnaviridae","Picobirnavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis familiaris","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Costa AP, Cubel Garcia RC, Labarthe NV, Leite JP (2004). Detection of double-stranded RNA viruses in fecal samples of dogs with gastroenteritis in Rio de Janeiro, Brazil. Arquivo Brasileiro de Medicina Veterinria e Zootecnia 6(4):554-7.
"
"403","","","Mammalian orthoreovirus","Unassigned","Reoviridae","Orthoreovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis familiaris","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Decaro N, Campolo M, Desario C, Ricci D, Camero M, Lorusso E, et al. (2005). Virological and molecular characterization of a mammalian orthoreovirus type 3 strain isolated from a dog in Italy. Veterinary microbiology 109:19-27."
"404","","","Mokola virus","Mononegavirales","Rhabdoviridae","Lyssavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis familiaris","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Sabeta CT, Markotter W, Mohale DK, Shumba W, Wandeler AI, and Nel LH (2007). Mokola virus in domestic mammals, South Africa. Emerging infectious diseases 13:1371-1373."
"405","","","Mumps virus","Mononegavirales","Paramyxoviridae","Rubulavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis familiaris","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Stone AB (1969). Studies of Mumps Complement Fixation Titers in Dogs IComplement Fixation (GF) Titers in Normal Dogs. Journal of Small Animal Practice 10:555-561."
"406","","","Murray Valley encephalitis virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis familiaris","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Calisher CH, Childs JE, Field HE, Holmes KV, and Schountz T (2006). Bats: Important reservoir hosts of emerging viruses. Clinical microbiology reviews 19:531-+."
"407","","","Rabies virus","Mononegavirales","Rhabdoviridae","Lyssavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis familiaris","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Lembo T, Hampson K, Haydon DT, Craft M, Dobson AP, Dushoff J, et al. (2008). Exploring reservoir dynamics : a case study of rabies in the Serengeti ecosystem. Journal of Applied Ecology:1246-1257."
"408","","","Ross River virus","Unassigned","Togaviridae","Alphavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis familiaris","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Digoutte JP, and Gerault G (1976). Resultats de l'etude chez la souris pouvoir protecteur du virus Tonate et de deux souches de virus Cabassou contre la souche neurovirulente Everglades due groupe VEE. Annales De Microbiologie B127:429-437."
"409","","","Sandfly fever Sicilian virus","Unassigned","Bunyaviridae","Phlebovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis familiaris","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Sakhria S, Alwassouf S, Fares W, Bichaud L, Dachraoui K, Alkan C, et al. (2014). Presence of sandfly-borne phleboviruses of two antigenic complexes (Sandfly fever Naples virus and Sandfly fever Sicilian virus) in two different bio-geographical regions of Tunisia demonstrated by a microneutralisation-based seroprevalence study in dogs. Parasites & Vectors 7:476."
"410","","","St. Louis encephalitis virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis familiaris","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Lillibridge KM, Parsons R, Randle Y, Travassos da Rosa APa, Guzman H, Siirin M, et al. (2004). The 2002 introduction of West Nile virus into Harris County, Texas, an area historically endemic for St. Louis encephalitis. The American journal of tropical medicine and hygiene 70:676-681."
"411","","","Suid herpesvirus 1","Herpesvirales","Herpesviridae","Varicellovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis familiaris","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","",NA
"412","","","Vaccinia virus","Unassigned","Poxviridae","Orthopoxvirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis familiaris","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Peres MG, Bacchiega TS, Appolinàrio CM, Vicente AF, Allendorf SD, Antunes JMAP, et al. (2013). Serological study of vaccinia virus reservoirs in areas with and without official reports of outbreaks in cattle and humans in Sao Paulo, Brazil. Archives of Virology 158:2433-2441."
"413","","","Venezuelan equine encephalitis virus","Unassigned","Togaviridae","Alphavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Canis familiaris","CARNIVORA","CANIDAE","Canis","","","","","","","","","","","","Estrada-Franco JG, Navarro-Lopez R, Freier JE, Cordova D, Clements T, Moncayo A, et al. (2004). Venezuelan equine encephalitis virus, southern Mexico. Emerging infectious diseases 10:2113-2121."
