,vVirusNameCorrected,IsHoSa.stringent,IsHoSa,seq,vNum,vOrder,vFamily,vSubfamily,vGenus,vIsTypeSpecies,vGenomeMinLength,vGenomeMaxLength,vGenomeAveLength,vPubMedCites,vWOKcites,vICTVnumber,vDNAoRNA,vSSoDS,vSegmented01,vSegmentedTF,vCytoReplic01,vCytoReplicTF,vVectorYNna,vBrdth.medianPD.cytb,vBrdth.meanPD.cytb,vBrdth.minPD.cytb,vBrdth.maxPD.cytb,vBrdth.iqrPD.cytb,vBrdth.sdPD.cytb,vBrdth.medianPD.ST,vBrdth.meanPD.ST,vBrdth.minPD.ST,vBrdth.maxPD.ST,vBrdth.iqrPD.ST,vBrdth.sdPD.ST,vBrdth.medianPD.ST.stringent,vBrdth.meanPD.ST.stringent,vBrdth.minPD.ST.stringent,vBrdth.maxPD.ST.stringent,vBrdth.iqrPD.ST.stringent,vBrdth.sdPD.ST.stringent,vBrdth.medianPD.cytb.stringent,vBrdth.meanPD.cytb.stringent,vBrdth.minPD.cytb.stringent,vBrdth.maxPD.cytb.stringent,vBrdth.iqrPD.cytb.stringent,vBrdth.sdPD.cytb.stringent,NumHosts,IsZoonotic,NumHosts.stringent,IsZoonotic.stringent,vEnvelope
336,Marituba_virus,1,1,337,93,Unassigned,Bunyaviridae,,Orthobunyavirus,0,917,NA,NA,8,14,,RNA,SS,1,TRUE,1,TRUE,Y,0.801354653,0.759697817,0.067747962,1.016392968,0.108324048,0.196426067,192.4,202.3333333,7.6,294.2,110.4,77.7254603,192.4,193.3155556,7.6,294.2,13.6,70.2494709,0.80403393,0.779890574,0.067747962,1.016392968,0.106824388,0.201579619,12,1,10,1,enveloped
337,Marmodid_herpesvirus_1,0,0,338,588,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Tentative in genus,NA,NA,NA,1,1,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
338,Mason-Pfizer_monkey_virus,0,0,339,329,Unassigned,Retroviridae,Orthoretrovirinae,Betaretrovirus,0,NA,NA,8557,347,250,00.061.1.01.003.,RNA,SS,0,FALSE,0,FALSE,N,0.910777899,0.910777899,0.910777899,0.910777899,0,NA,183.8,183.8,183.8,183.8,0,NA,183.8,183.8,183.8,183.8,0,NA,0.910777899,0.910777899,0.910777899,0.910777899,0,NA,2,0,2,0,enveloped
339,Mastomys_natalensis_papillomavirus,0,0,340,525,Unassigned,Papillomaviridae,,Iotapapillomavirus,1,NA,NA,7687,7,15,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
340,Mayaro_virus,1,1,341,382,Unassigned,Togaviridae,,Alphavirus,0,NA,NA,11411,62,71,00.073.0.01.014.,RNA,SS,0,FALSE,1,TRUE,Y,0.744354843,0.725514866,0.169734978,1.104748501,0.193547825,0.193409739,197.4,200.6862745,9.4,294.2,110.4,76.50872246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,1,0,enveloped
341,Measles_virus,1,1,342,248,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Morbillivirus,1,NA,NA,15894,6767,5019,01.048.1.02.001.,RNA,SS,0,FALSE,1,TRUE,N,0.546944124,0.49618934,0.08268491,0.731665368,0.262101177,0.159697417,70.6,72.83636364,9.8,104.8,64.4,33.529081,104.8,78.98571429,27.8,104.8,61.21666667,30.11469082,0.550520071,0.523508301,0.268949948,0.726602356,0.227631225,0.135336022,12,1,8,1,enveloped
342,Menangle_virus,0,1,343,258,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Rubulavirus,Tentative in genus,NA,NA,15516,26,33,01.048.0.00.004.,RNA,SS,0,FALSE,1,TRUE,N,0.458747864,0.405439802,0.079509475,0.692546817,0.5070227,0.236453827,171.2,119.9466667,25.4,192.4,167,80.35167228,171.2,122.6,25.4,171.2,121.5,84.17766925,0.446737473,0.355719713,0.153144183,0.467277484,0.261777751,0.175735902,6,1,3,0,enveloped
343,Middelburg_virus,0,0,344,383,Unassigned,Togaviridae,,Alphavirus,0,NA,NA,11700,12,8,00.073.0.01.015.,RNA,SS,0,FALSE,1,TRUE,Y,0.464632402,0.464632402,0.464632402,0.464632402,0,NA,170.6,170.6,170.6,170.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,enveloped
344,Minatitlan_virus,0,0,345,94,Unassigned,Bunyaviridae,,Orthobunyavirus,0,12300,12450,12375,1,1,00.011.0.01.033.,RNA,SS,1,TRUE,1,TRUE,Y,0.852234018,0.852234018,0.852234018,0.852234018,0,NA,183.8,183.8,183.8,183.8,0,NA,183.8,183.8,183.8,183.8,0,NA,0.852234018,0.852234018,0.852234018,0.852234018,0,NA,2,0,2,0,enveloped
345,Mink_astrovirus,0,0,346,457,Unassigned,Astroviridae,,Mamastrovirus,0,NA,NA,6610,5,5,,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
346,Mink_calicivirus,0,0,347,526,Unassigned,Caliciviridae,,Vesivirus,Tentative in genus,NA,NA,8427,3,3,,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
347,Mink_enteric_sapovirus,0,0,348,527,Unassigned,Caliciviridae,,Sapovirus,Tentative in genus,NA,NA,NA,0,0,,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
348,Minute_virus_of_mice,0,0,349,272,Unassigned,Parvoviridae,Parvovirinae,Parvovirus,1,NA,NA,5149,490,414,,DNA,SS,0,FALSE,0,FALSE,N,0.745448336,0.745448336,0.745448336,0.745448336,0,NA,165.2,165.2,165.2,165.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,non-enveloped
349,Mobala_virus,0,0,350,42,Unassigned,Arenaviridae,,Arenavirus,0,NA,NA,10705,5,6,00.003.0.01.005.,RNA,SS,1,TRUE,1,TRUE,N,0.579020446,0.46803988,0.222895202,0.602203993,0.316090659,0.212617742,96,83.6,58.8,96,31,21.47743001,96,83.6,58.8,96,31,21.47743001,0.579020446,0.46803988,0.222895202,0.602203993,0.316090659,0.212617742,3,0,3,0,enveloped
350,Modoc_virus,0,1,351,168,Unassigned,Flaviviridae,,Flavivirus,0,NA,NA,10600,20,18,00.026.0.01.031.,RNA,SS,0,FALSE,1,TRUE,Y,0.75012025,0.702906132,0.203494514,0.940682317,0.13547134,0.19691804,165.2,147.95,13.2,183.8,20.05,48.39340711,96,96,96,96,0,NA,0.453070607,0.453070607,0.453070607,0.453070607,0,NA,8,1,2,0,enveloped
351,Mokola_virus,1,1,352,357,Mononegavirales,Rhabdoviridae,,Lyssavirus,0,11940,11957,11948.5,76,111,,RNA,SS,0,FALSE,1,TRUE,Y,0.642544421,0.632037178,0.475238495,0.776420366,0.131520092,0.095250131,192.4,180.88,128.2,192.4,21.2,20.45965135,192.4,189.5333333,183.8,192.4,7.166666667,4.965212315,0.669864973,0.659589113,0.602522394,0.706379971,0.086547981,0.052685805,5,1,3,1,enveloped
352,Molluscum_contagiosum_virus,1,1,353,294,Unassigned,Poxviridae,Chordopoxvirinae,Molluscipoxvirus,1,NA,NA,190289,280,178,00.058.1.07.001.,DNA,DS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
353,Moloney_murine_sarcoma_virus,0,0,354,590,Unassigned,Retroviridae,,Gammaretrovirus,0,NA,NA,5833,522,229,,RNA,SS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
354,Monkeypox_virus,1,1,355,296,Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,0,NA,NA,196858,357,234,,DNA,DS,0,FALSE,1,TRUE,N,0.71191181,0.656197553,0.144110738,0.794645728,0.079781657,0.16189529,174.5,141.95,21.2,183.8,113.2,60.28275043,165.2,137.58,24.6,183.8,123.6,62.86984439,0.71191181,0.72864699,0.679383433,0.794645728,0.096051912,0.059425574,9,1,5,1,enveloped
355,Montana_myotis_leukoencephalitis_virus,0,0,356,169,Unassigned,Flaviviridae,,Flavivirus,0,NA,NA,10690,3,3,,RNA,SS,0,FALSE,1,TRUE,Y,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
356,Mopeia_virus,0,0,357,43,Unassigned,Arenaviridae,,Arenavirus,0,NA,NA,10698,19,15,00.003.0.01.006.,RNA,SS,1,TRUE,1,TRUE,NA,0.476712335,0.364581504,0.139485417,0.47754676,0.281717786,0.194939376,96,74.06666667,30.2,96,54.83333333,37.98964771,96,74.06666667,30.2,96,54.83333333,37.98964771,0.476712335,0.364581504,0.139485417,0.47754676,0.281717786,0.194939376,3,0,3,0,enveloped
357,Mosso_das_Pedras_virus_78V3531,1,1,358,384,Unassigned,Togaviridae,,Alphavirus,0,NA,NA,11465,1,1,,RNA,SS,0,FALSE,1,TRUE,Y,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
358,Mount_Elgon_bat_virus,0,0,359,368,Mononegavirales,Rhabdoviridae,,Vesiculovirus,Tentative in genus,NA,NA,NA,8,8,,RNA,SS,0,FALSE,1,TRUE,N,0.100376892,0.100376892,0.100376892,0.100376892,0,NA,8,8,8,8,0,NA,8,8,8,8,0,NA,0.100376892,0.100376892,0.100376892,0.100376892,0,NA,2,0,2,0,enveloped
359,Mouse_mammary_tumor_virus,0,0,360,330,Unassigned,Retroviridae,Orthoretrovirinae,Betaretrovirus,1,NA,NA,8805,3910,2050,00.061.1.01.001.,RNA,SS,0,FALSE,0,FALSE,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
360,Mouse_parvovirus_1,0,0,361,528,Unassigned,Parvoviridae,Parvovirinae,Parvovirus,0,NA,NA,5144,10,13,,DNA,SS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
361,Mucambo_virus,0,0,362,385,Unassigned,Togaviridae,,Alphavirus,0,NA,NA,NA,12,13,00.073.0.01.016.,RNA,SS,0,FALSE,1,TRUE,Y,0.599450803,0.570790896,0.316219046,0.708391777,0.226496221,0.161570416,156.6,146.0666667,57.6,192.4,76.86666667,55.75570524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,0,enveloped
362,Muleshoe_virus,0,0,363,529,Unassigned,Bunyaviridae,,Hantavirus,0,NA,NA,NA,1,1,,RNA,SS,1,TRUE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
363,Mumps_virus,1,1,364,259,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Rubulavirus,1,NA,NA,15384,2183,1028,01.048.1.03.001.,RNA,SS,0,FALSE,1,TRUE,N,0.685491838,0.619760767,0.228121063,0.78209977,0.243688806,0.208036068,192.4,150.32,36.8,192.4,121.8,63.80624839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,0,enveloped
364,Murid_herpesvirus_1,0,0,365,418,Herpesvirales,Herpesviridae,Betaherpesvirinae,Muromegalovirus,1,NA,NA,235000,1,1,,DNA,DS,0,FALSE,0,FALSE,N,0.522919001,0.495441941,0.142890612,0.754300718,0.410424689,0.212140161,96,97.53333333,8.2,165.2,106.4,56.45294712,58.8,42.16666667,8.2,58.8,49.31666667,25.77205205,0.294168063,0.271527457,0.142890612,0.354058882,0.127688227,0.079799556,6,0,4,0,enveloped
365,Murid_herpesvirus_2,0,0,366,419,Herpesvirales,Herpesviridae,Betaherpesvirinae,Muromegalovirus,0,NA,NA,230138,0,0,,DNA,DS,0,FALSE,0,FALSE,N,0.206840659,0.256738445,0.062381352,0.420362575,0.208745529,0.111750024,58.8,44.83809524,9.6,58.8,39.4,20.36886045,58.8,44.83809524,9.6,58.8,39.4,20.36886045,0.206840659,0.256738445,0.062381352,0.420362575,0.208745529,0.111750024,7,0,7,0,enveloped
366,Murid_herpesvirus_3,0,0,367,591,Herpesvirales,Herpesviridae,,Ictalurivirus,1,NA,NA,NA,6,1,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
367,Murid_herpesvirus_4,0,0,368,436,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,0,NA,NA,135000,48,48,,DNA,DS,0,FALSE,0,FALSE,N,0.420611887,0.392830261,0.142890612,0.538798752,0.133774689,0.118198124,96,74.05333333,9.6,96,37.2,27.23647414,96,74.05333333,9.6,96,37.2,27.23647414,0.420611887,0.392830261,0.142890612,0.538798752,0.133774689,0.118198124,6,0,6,0,enveloped
368,Murid_herpesvirus_5,0,0,369,592,Herpesvirales,Herpesviridae,,Ictalurivirus,1,NA,NA,NA,1,1,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
369,Murine_adenovirus_A,0,0,370,593,Unassigned,Adenoviridae,,Mastadenovirus,0,NA,NA,30944,1,1,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
370,Murine_adenovirus_B,0,0,371,20,Unassigned,Adenoviridae,,Mastadenovirus,Tentative in genus,NA,NA,NA,1,1,00.001.0.81.023.,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
371,Murine_hepatitis_virus,0,0,372,144,Nidovirales,Coronaviridae,,Coronavirus,0,NA,NA,31526,1950,262,03.019.0.01.007.,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
372,Murine_leukemia_virus,0,0,373,334,Unassigned,Retroviridae,Orthoretrovirinae,Gammaretrovirus,1,NA,NA,5894,12242,6376,00.061.1.02.001.,RNA,SS,0,FALSE,0,FALSE,N,0.206983514,0.165129849,0.076516039,0.211889994,0.112811629,0.076781012,8.2,8.2,8.2,8.2,0,0,8.2,8.2,8.2,8.2,0,0,0.206983514,0.165129849,0.076516039,0.211889994,0.112811629,0.076781012,3,0,3,0,enveloped
373,Murine_norovirus_1,0,0,374,530,Unassigned,Caliciviridae,,Norovirus,Tentative in genus,NA,NA,7382,57,94,,RNA,SS,0,FALSE,1,TRUE,N,0.354058882,0.354058882,0.354058882,0.354058882,0,NA,58.8,58.8,58.8,58.8,0,NA,58.8,58.8,58.8,58.8,0,NA,0.354058882,0.354058882,0.354058882,0.354058882,0,NA,2,0,2,0,non-enveloped
374,Murine_pneumonia_virus,0,1,375,440,Mononegavirales,Paramyxoviridae,Pneumovirinae,Pneumovirus,0,NA,NA,14885,54,4,,RNA,SS,0,FALSE,1,TRUE,N,0.670669387,0.610430515,0.22321414,0.845733414,0.259400418,0.162218028,164.8,139.05,39.2,183.8,80.05,47.86021699,58.8,58.8,58.8,58.8,0,NA,0.371604543,0.371604543,0.371604543,0.371604543,0,NA,8,1,2,0,enveloped
375,Murine_pneumotropic_virus,0,0,376,531,Unassigned,Polyomaviridae,,Polyomavirus,,NA,NA,4754,6,7,,DNA,DS,0,FALSE,0,FALSE,N,0.369240908,0.369240908,0.369240908,0.369240908,0,NA,58.8,58.8,58.8,58.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,non-enveloped
376,Murine_polyomavirus,0,0,377,532,Unassigned,Polyomaviridae,,Polyomavirus,,NA,NA,5297,101,151,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
377,Murray_Valley_encephalitis_virus,0,1,378,170,Unassigned,Flaviviridae,,Flavivirus,0,NA,NA,11014,186,119,,RNA,SS,0,FALSE,1,TRUE,Y,0.649146843,0.600816273,0.125121354,0.781528816,0.159610303,0.176674671,192.4,215.0285714,20.2,294.2,123,80.67457655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,0,enveloped
378,Mustelid_herpesvirus_1,0,0,379,437,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,0,NA,NA,NA,3,4,,DNA,DS,0,FALSE,0,FALSE,N,0.26881972,0.26881972,0.26881972,0.26881972,0,NA,51.8,51.8,51.8,51.8,0,NA,51.8,51.8,51.8,51.8,0,NA,0.26881972,0.26881972,0.26881972,0.26881972,0,NA,2,0,2,0,enveloped
379,Myxoma_virus,0,0,380,293,Unassigned,Poxviridae,Chordopoxvirinae,Leporipoxvirus,1,NA,NA,161773,424,548,00.058.1.05.001.,DNA,DS,0,FALSE,1,TRUE,N,NA,NA,NA,NA,NA,NA,51.6,46.73333333,37,51.6,12.16666667,8.42931393,51.6,46.73333333,37,51.6,12.16666667,8.42931393,NA,NA,NA,NA,NA,NA,3,0,3,0,enveloped
380,Nariva_virus,0,0,381,533,Mononegavirales,Paramyxoviridae,,Unassigned,0,NA,NA,15276,8,9,,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
381,Ndumu_virus,0,1,382,386,Unassigned,Togaviridae,,Alphavirus,0,NA,NA,11700,2,2,00.073.0.01.017.,RNA,SS,0,FALSE,1,TRUE,Y,0.671770443,0.671770443,0.671770443,0.671770443,0,NA,192.4,192.4,192.4,192.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,enveloped
382,Nelson_Bay_orthoreovirus,0,0,383,324,Unassigned,Reoviridae,,Orthoreovirus,0,NA,NA,NA,3,3,,RNA,DS,1,TRUE,1,TRUE,N,0.271123228,0.271123228,0.271123228,0.271123228,0,NA,48.6,48.6,48.6,48.6,0,NA,48.6,48.6,48.6,48.6,0,NA,0.271123228,0.271123228,0.271123228,0.271123228,0,NA,2,0,2,0,non-enveloped
383,New_York_virus,1,1,384,68,Unassigned,Bunyaviridae,,Hantavirus,0,NA,NA,NA,4,9,,RNA,SS,1,TRUE,1,TRUE,N,0.704613293,0.704613293,0.704613293,0.704613293,0,NA,183.8,183.8,183.8,183.8,0,NA,183.8,183.8,183.8,183.8,0,NA,0.704613293,0.704613293,0.704613293,0.704613293,0,NA,2,1,2,1,enveloped
384,Newcastle_disease_virus,1,1,385,266,Mononegavirales,Paramyxoviridae,,Avulavirus,1,15186,15198,15192,5709,10233,,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
385,Nipah_virus,1,1,386,246,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Henipavirus,0,NA,NA,18246,374,516,01.048.1.04.002.,RNA,SS,0,FALSE,1,TRUE,N,0.451548808,0.463417422,0.011672197,0.890322305,0.300783625,0.179680388,142.4,122.6513834,7.6,192.4,101.8,56.256739,171.2,130.3333333,10,192.4,142.2,69.51502127,0.456408073,0.443599279,0.015947448,0.726889026,0.345445795,0.203563292,23,1,10,1,enveloped
386,Norwalk_virus,1,1,387,129,Unassigned,Caliciviridae,,Norovirus,1,NA,NA,7654,787,773,00.012.0.03.001.,RNA,SS,0,FALSE,1,TRUE,N,0.671770443,0.671770443,0.671770443,0.671770443,0,NA,192.4,192.4,192.4,192.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,non-enveloped
387,Ntaya_virus,0,1,388,171,Unassigned,Flaviviridae,,Flavivirus,0,NA,NA,11000,4,2,00.026.0.01.033.,RNA,SS,0,FALSE,1,TRUE,Y,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,enveloped
388,Nyando_virus,1,1,389,95,Unassigned,Bunyaviridae,,Orthobunyavirus,0,12300,13450,12875,5,2,00.011.0.01.034.,RNA,SS,1,TRUE,1,TRUE,Y,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
389,O'nyong-nyong_virus,1,1,390,387,Unassigned,Togaviridae,,Alphavirus,0,NA,NA,11835,33,21,00.073.0.01.019.,RNA,SS,0,FALSE,1,TRUE,Y,0.656582887,0.477130668,0.0945537,0.756951829,0.508623441,0.270246697,192.4,122,13.2,192.4,139.4,79.11098894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,0,enveloped
390,Oita_virus,0,0,391,363,Mononegavirales,Rhabdoviridae,,Unassigned,0,NA,NA,NA,1,4,,RNA,SS,0,FALSE,1,TRUE,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
391,Okola_virus,0,1,392,124,Unassigned,Bunyaviridae,,Unassigned,0,10500,22700,16600,1,2,00.011.0.00.413.,RNA,SS,1,TRUE,1,TRUE,Y,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,enveloped
392,Oliveros_virus,0,0,393,44,Unassigned,Arenaviridae,,Arenavirus,0,NA,NA,10719,5,8,00.003.0.01.013.,RNA,SS,1,TRUE,1,TRUE,N,NA,NA,NA,NA,NA,NA,4.6,4.6,4.6,4.6,0,NA,4.6,4.6,4.6,4.6,0,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,enveloped
393,Omsk_hemorrhagic_fever_virus,1,1,394,172,Unassigned,Flaviviridae,,Flavivirus,0,NA,NA,10787,22,16,00.026.0.01.034.,RNA,SS,0,FALSE,1,TRUE,Y,0.290346902,0.445544446,0.230148816,0.744024585,0.471253487,0.24158378,39.2,94.92,18,183.8,144.6,76.76724996,39.2,94.92,18,183.8,144.6,76.76724996,0.290346902,0.445544446,0.230148816,0.744024585,0.471253487,0.24158378,5,1,5,1,enveloped
394,Orf_virus,1,1,395,299,Unassigned,Poxviridae,Chordopoxvirinae,Parapoxvirus,1,NA,NA,139962,311,334,00.058.1.02.001.,DNA,DS,0,FALSE,1,TRUE,N,0.347727116,0.429015598,0.12162044,0.748148548,0.486083232,0.255551735,53.4,101.8,27.4,192.4,162,78.59346877,53.4,101.8,27.4,192.4,162,78.59346877,0.347727116,0.429015598,0.12162044,0.748148548,0.486083232,0.255551735,5,1,5,1,enveloped
395,Oriboca_virus,0,1,396,96,Unassigned,Bunyaviridae,,Orthobunyavirus,0,NA,NA,NA,8,5,,DNA,DS,0,FALSE,1,TRUE,Y,0.879528263,0.83001284,0.28532649,1.016392968,0.109648313,0.168578254,294.2,227.7,32.6,294.2,110.4,81.19687095,294.2,219.2933333,32.6,294.2,180.7333333,99.87477493,0.886363292,0.789687141,0.28532649,1.016392968,0.27614967,0.219145778,8,1,6,0,enveloped
396,Oropouche_virus,1,1,397,97,Unassigned,Bunyaviridae,,Orthobunyavirus,0,NA,NA,11985,41,45,00.011.0.01.037.,RNA,SS,1,TRUE,1,TRUE,Y,0.67532432,0.715627218,0.634844364,0.83671297,0.168223839,0.106798765,192.4,185.3333333,171.2,192.4,17.66666667,12.23982571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,0,enveloped
397,Orungo_virus,1,1,398,316,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,0,NA,NA,19200,14,15,00.060.0.02.014.,RNA,DS,1,TRUE,1,TRUE,Y,0.604071145,0.550752268,0.12162044,0.766608584,0.313348432,0.239383368,162,144.6333333,27.4,192.4,69.48333333,64.69675932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,0,non-enveloped
398,Ovine_adenovirus_A,0,0,399,21,Unassigned,Adenoviridae,,Mastadenovirus,0,NA,NA,33034,1,90,00.001.0.01.015.,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,non-enveloped
399,Ovine_adenovirus_D,0,0,402,4,Unassigned,Adenoviridae,,Atadenovirus,1,NA,NA,29576,1,1,00.001.0.03.001.,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
400,Ovine_astrovirus,0,0,403,59,Unassigned,Astroviridae,,Mamastrovirus,0,NA,NA,6440,5,4,00.005.0.01.006.,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
401,Ovine_herpesvirus_2,0,0,404,449,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,0,NA,NA,NA,101,136,,DNA,DS,0,FALSE,0,FALSE,N,0.28299413,0.272010163,0.051973682,0.439546672,0.101814785,0.078451142,53.4,55.92810458,9.8,131.2,13,28.95179855,53.4,57.58901099,9.8,131.2,13.56666667,32.80107536,0.289120661,0.275786011,0.051973682,0.439546672,0.112224113,0.088737626,18,0,14,0,enveloped
402,Ovine_papillomavirus_1,0,0,405,535,Unassigned,Papillomaviridae,,Deltapapillomavirus,0,NA,NA,7761,1,1,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
